residual,phi1_L8Bo,phi3_Donor,phi2_o-Xylene
3.94430452610506e-31,0.454078256981509,0.206199749250113,0.339721993768378
3.94430452610506e-31,0.62866361568972,0.00852860493710005,0.36280777937318
1.77493703674728e-30,0.454782109414157,0.201402250656754,0.343815639929089
1.77493703674728e-30,0.62426709679926,0.00917773190108972,0.36655517129965
5.12759588393658e-30,0.455527324227258,0.196568429027721,0.34790424674502
5.12759588393658e-30,0.619853390904251,0.00987626504797637,0.370270344047773
2.12992444409673e-29,0.456316745794775,0.191698933758535,0.35198432044669
2.12992444409673e-29,0.615423245486656,0.0106279647683213,0.373948789745022
9.66354608895739e-30,0.457153441494114,0.186794554799626,0.356052003706261
9.66354608895739e-30,0.610977512562206,0.0114368776625555,0.377585609775238
8.08582427851537e-30,0.458040720629019,0.181856235376539,0.360103043994442
8.08582427851537e-30,0.606517156695385,0.012307358324911,0.381175484979704
1.4791141972894e-29,0.458982155061496,0.176885085592317,0.364132759346188
1.4791141972894e-29,0.602043263436171,0.0132440927853654,0.384712643778463
1.57772181044202e-30,0.459981601720768,0.171882396943033,0.368136001336199
1.57772181044202e-30,0.597557048175561,0.0142521237357924,0.388190828088647
1.36078506150625e-29,0.461043227168306,0.1668496577871,0.372107115044594
1.36078506150625e-29,0.593059865417203,0.0153368776761204,0.391603256906677
